{'author': 'joao pedro tofanin gomes', 'date': '18 de abril de 2018', 'score': 5, 'content': 'O App é bom, porém, quando posiciona a câmera do meu smartphone para fazer a tradução de um conteúdo em inglês, ele não traduz todas as palavras. Mas quando as outras ferramentas todas funcionam bem! Parabéns pelo App, mas é só fazer essas correções. Parabéns! Esse App me ajuda muito nas tarefas …Resenha completaO App é bom, porém, quando posiciona a câmera do meu smartphone para fazer a tradução de um conteúdo em inglês, ele não traduz todas as palavras. Mas quando as outras ferramentas todas funcionam bem! Parabéns pelo App, mas é só fazer essas correções. Parabéns! Esse App me ajuda muito nas tarefas e trabalhos de inglês.'},
{'author': 'Junior Amorim', 'date': '6 de abril de 2018', 'score': 1, 'content': 'Está péssimo, pois quando eu preciso copiar uma frase e aperto para traduzir ele fecha na hora,isso tem mais de meses não consigo traduzir algo rapidamente,tenho que entrar na gaveta de aplicativo toda vez'},
{'author': 'Antonio Jr', 'date': '17 de abril de 2018', 'score': 4, 'content': 'O app eh excelente, mas para se tornar excepicional falou a posobilidade de separar as frases favoritas por pastas. Ex. Pasta: Business; Conversation e etc. ou seja, a possibilidade de criarmos pastas para a gestão das frases/assuntos. espero que isso se torne possível. Grato'},
{'author': 'Guih Rafael', 'date': '18 de abril de 2018', 'score': 5, 'content': 'Eu acabei de redefiniu meu celular, porque agora fui baixa e ta dizendo que não é compatível ?'},
{'author': 'Patricia Amorozino', 'date': '10 de abril de 2018', 'score': 4, 'content': 'muito bom amei ter a opção de ligar a câmera e na traduzir sem precisar tirar a foto parabéns.'},
{'author': 'Um usuário do Google', 'date': '18 de abril de 2018', 'score': 2, 'content': 'Traduz muita coisa errada, é lento, a câmera q traduz é péssima. Arrumem, preciso muito desse app.'},
{'author': 'Iron Marlon', 'date': '8 de abril de 2018', 'score': 1, 'content': 'Mesmo problema de alguns que já comentaram, fica aparecendo mensagem de " Falha na tradução" mesmo tendo internet . Desse jeito não dá, um app Google dando um problema desses, e tem mais não começou hj, mas muito tempo atrás, já atualizou mas não melhora.'},
{'author': 'Chrnomeerrvids', 'date': '5 de abril de 2018', 'score': 1, 'content': 'BUGADO. Nossa que ódio. Ele alega que vc está off-line, mesmo estando baixando pacote de tradução dele na mesma hora e depois de instalado o pacote OFFLINE ele AINDA n te deixa usar e alega que vc está sem rede. Toda vez a MSM coisa. Abraços vou pra concorrente'},
{'author': 'Ana Clara', 'date': '14 de abril de 2018', 'score': 1, 'content': 'Olha só dei uma estrela pq se não da pra escrever o comentário mais é péssimo no começo era bom mais agora fala que ta sem rede wi-fi😔'},
{'author': 'Claudinei araujo', 'date': '20 de abril de 2018', 'score': 1, 'content': 'Esse App nao e muito bom porque muitas palavras chave ele não traduz, e quando traduz e de forma errada ou com significado errado, ea explicação São sobre o significado da palavra e muito confusa.'},
{'author': 'Um usuário do Google', 'date': '22 de abril de 2018', 'score': 5, 'content': 'Adorei, descobri recentemente funcionalidades que ainda não conhecia. É impressionante como esta ferramenta pode ser tão facilitadora. Muito bem concebida. Espero que se continuem a fazer tão boas atualizações.'},
{'author': 'ARTES BR', 'date': '14 de abril de 2018', 'score': 3, 'content': 'Legal. Porem, o app fica pausando sozinho. Então google porfavor ajeitem esse youtube.'},
{'author': 'O Seu Pior Pesadelo', 'date': '16 de abril de 2018', 'score': 5, 'content': 'Legal posso traduzir tudo o que eu quiser🆓🈵🈶🈷🈴, porém eu instalei a tradução offline e não traduz nada sem internet. Só quando estou conectado'},
{'author': 'Diego k.', 'date': '6 de abril de 2018', 'score': 5, 'content': 'Excelente tenho uma tradução Otima em tempo real no modo visão. Consigo jogar meus games que estão em ingles enquanto ele tradução na mesma hora pro português'},
